Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2019,9,Male,14.0,Right-Handed,180.3,33.02,183.8,4,Car,15,0.348,52 ,Soccer,1000.0,476.0,305.0,182.0,52.0,337.0,33.02,Same length,8.3,7.5,Ring finger,April,Summer,Yes,No,Other,Soft drink (caffeinated),Physical education,4,0-3,10.0,Yes - other,Internet chat or instant messaging,609,877,2,70,14,0,21,10,168,168,168,12,48,21,A lot,Some college,Other,Telepathy,Happy,Sports person,Religious
USA,FL,2015,11,Male,16.0,Right-Handed,198,29.4,198,1,Bus,30,319,42,Swimming,500.0,100.0,100.0,500.0,10.0,20.0,29.4,Same length,25,25,Index finger,December,Winter,No,No,Poultry,Water,History,4,8,5.0,Yes - other,Text messaging,2,3,11,0,1,1,2,0,0,0,0,3,15,2,A lot,Other,Other,Super strength,Happy,Other,"Arts, culture, sports"
USA,GA,2016,9,Male,15.0,Right-Handed,160,22,60,3,Car,2,0.312,48.5,Tennis,876.0,820.0,720.0,729.0,999.0,1000.0,22,Same length,76.2,63.5,Index finger,February,Summer,Yes,No,Pizza/Pasta,Tea,Other,7,10,4.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",200,400,19,1,3,3,11,3,45,22,49,38,3,6,A lot,Graduate degree,Pop,Invisibility,Happy,Friend,"Wildlife, animals"
USA,GA,2025,12,Female,17.0,Right-Handed,165.1,20,56,1,Car,10,3.054,42,,775.0,936.0,1000.0,829.0,401.0,1000.0,20,Same length,8,9,,September,Fall,No,No,Meat,Water,Other,6,10,3.0,Yes - broadband connection,Text messaging,45,10,3,2,1,4,1,0,4,5,3,3,18-21,2,A lot,Graduate degree,Gospel,Invisibility,Rich,Religious figure,Religious
USA,GA,2021,11,Female,14.0,Right-Handed,157,22,157,2,Bus,25,0.378,41,Tennis,722.0,647.0,738.0,743.0,668.0,668.0,21,Right foot,72,66,Index finger,September,Summer,No,No,Seafood,Water,Science,7,11,4.0,Yes - broadband connection,Text messaging,52,678,1,4,45,14,6,0,2,8,50,1,0,5,Some,Graduate degree,Pop,Telepathy,Healthy,Doctor or nurse,Education/Youth development
USA,FL,2019,11,Female,16.0,Right-Handed,161,9,151,1,Car,20,0.665,62,Skateboarding/Rollerblading,,,,,,,9,Same length,35,35,Same length,July,Summer,No,Yes,Fruit,Tea,English,6,8,5.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,35,3,5,7,10,2,0,10,2,10,5,2,1,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Musician or singer,"Wildlife, animals"
USA,GA,2011,6,Female,11.0,Ambidextrous,161,25.5,162,1,Bus,10,0.312,37,Soccer,1000.0,999.0,1000.0,,0.0,0.0,10,Same length,75,75,Index finger,January,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,10,10,6.0,Yes - broadband connection,Text messaging,15,15,20,1,4,70,6,1,0,4,5,2,0,2,Some,Graduate degree,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,DC,2010,6,Male,11.0,Right-Handed,160,27,166,1,Walk,5,,,Football (American),1000.0,503.0,749.0,,102.0,50.0,26,Right foot,,,Ring finger,August,Summer,Yes,No,Meat,Sports drink,Mathematics and statistics,9,11,5.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,4,2,1,3,10,1,1,1,1,2,0,1,Very little,Some college,Rap/Hip hop,Invisibility,Rich,Relative,International aid
USA,FL,2015,6,Male,11.0,Right-Handed,139,10,,1,Car,10,0.371,40,Martial Arts,600.0,300.0,400.0,550.0,900.0,1000.0,10,Same length,5,4,Ring finger,September,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,6,3,5.0,Yes - other,In person,0,0,7,1,2,2,1,5,1,0,5,1,0,2,A lot,Some college,Techno/Electronic,Freeze time,Famous,Business person,Health
USA,FL,2020,12,Female,17.0,Right-Handed,165,22.5,160,1,Car,10,.375,36,Walking/Hiking,610.0,818.0,503.0,508.0,508.0,700.0,23,Left foot,65,60,Index finger,September,Winter,Yes,No,Pizza/Pasta,Water,Science,6,8,5.0,Yes - broadband connection,Cell phone,15,15,5,10,20,15,4,0,2,3,20,0,0,4,A lot,Graduate degree,Country,Fly,Happy,Relative,Health
USA,FL,2021,12,Female,17.0,Right-Handed,164 ,17,164,1,Car,20,0.483,44,Tennis,80.0,80.0,40.0,70.0,100.0,100.0,17,Same length,60,60,Same length,November,Summer,No,No,Rice/Noodle dishes,Soft drink (caffeinated),History,7,8,5.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",4,10,48 ,4,12,3,3,0,3,0,1,2,5,1,A lot,Graduate degree,Pop,Telepathy,Happy,Business person,Education/Youth development
USA,FL,2015,7,Male,12.0,Right-Handed,155,90,152,1,Car,3,.702,40,Baseball/Softball,400.0,300.0,600.0,400.0,700.0,600.0,90,Same length,275,275,Same length,March,Winter,No,No,Other,Other,History,8,6,6.0,Yes - broadband connection,In person,8,10,8,1,4,1,3,10,2,1,6,3,0,2,Some,Graduate degree,Rap/Hip hop,,Happy,Other,International aid
USA,GA,2015,11,Male,16.0,Right-Handed,190,26,180,1,Car,9,0.817,55,,247.0,369.0,214.0,467.0,999.0,999.0,24,Right foot,82,78,Index finger,March,Fall,Yes,No,Pizza/Pasta,Water,History,7,6,4.0,Yes - broadband connection,Text messaging,3,8,7,0,5,5,0,20,0,0,0,0,0,0,A lot,Some college,Rock and roll,Freeze time,Rich,Other,International aid
USA,FL,2025,11,Female,17.0,Right-Handed,175,25,173,Two,Car,15,0.369,53,Other,2.0,5.0,6.0,3.0,4.0,1.0,25,Same length,100,80,Index finger,July,Spring,No,No,Meat,Water,Other,6,10,4.0,Yes - other,In person,100,150,3,4,5,4,15,2,4,2,4,0,0,1,Some,Other,Punk rock,Telepathy,Famous,Other,"Wildlife, animals"
USA,GA,2014,12,Female,17.0,Right-Handed,159.4,23 ,176.5,1,Car,20,1.106,63,Other,500.0,500.0,500.0,500.0,1000.0,1000.0,24,Left foot,90,90,Same length,January,Winter,No,No,Fruit,Sports drink,Mathematics and statistics,6,12,3.0,Yes - other,Cell phone,150,150,50,0,12,24,15,0,8,168,15,5,15,10,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Community leader or elder,Health
USA,DE,2019,12,Female,17.0,Right-Handed,161,22,,2,Car,10,0.356,38,,476.0,535.0,561.0,540.0,182.0,1000.0,22,Same length,65,65,Same length,March,Fall,No,No,Fruit,Water,Science,6,8,4.0,Yes - broadband connection,Text messaging,15,20,6,1,5,3,0,2,7,2,9,3,16,1,Some,Undergraduate degree,Other,Freeze time,Rich,Musician or singer,Environment
USA,GA,2014,12,Female,17.0,Right-Handed,168,24,174,1,Car,5,0.475,36,Dancing,900.0,750.0,750.0,800.0,999.0,999.0,26,Left foot,75,82,Ring finger,October,Fall,No,No,Seafood,Water,Languages,6,10,3.0,Yes - broadband connection,Cell phone,25,20,2,50,5,100,10,0,2,5,25,20,0,5,A lot,Graduate degree,Pop,Telepathy,Happy,Friend,Health
USA,GA,2018,9,Female,13.0,Right-Handed,154.9,23.5,175,2,Bus,20,0.775,32,Dancing,75.0,0.0,102.0,102.0,0.0,1000.0,23.5,Same length,6,5,Index finger,September,Fall,Yes,No,Soups,Juice,Other,7,7,8.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,200,,,2,,,,,,,,,,,,,,Happy,,
USA,GA,2021,11,Male,16.0,Right-Handed,160,23,150,2,Bus,25,0.264,40,Basketball,500.0,400.0,500.0,500.0,700.0,700.0,23,Same length,62,66,Ring finger,September,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,8,4.0,Yes - broadband connection,Internet chat or instant messaging,10,10,2,0,24,8,8,25,10,8,50,0,0,5,A lot,Undergraduate degree,Pop,Telepathy,Happy,Relative,Health
USA,DE,2017,12,Male,18.0,Left-Handed,170.7,25.4,159,1,Car,30,,.72,Other,,,,,,,24.13,Left foot,750,700,Ring finger,September,Fall,Yes,No,Seafood,Water,Music,5,13,3.0,Yes - broadband connection,Text messaging,20,50,12,32,15,3,0,2,40,30,24,0,0,0,A lot,Undergraduate degree,Punk rock,Freeze time,Famous,Musician or singer,"Wildlife, animals"
USA,DE,2013,12,Male,17.0,Right-Handed,182.9,30.5,172.2,1,Car,10,.476,38,Lacrosse,80.0,70.0,80.0,60.0,90.0,90.0,30.5,Same length,76.2,87.6,Ring finger,January,Summer,Yes,No,Meat,Tea,History,7,9,5.0,Yes - broadband connection,Text messaging,10,8,10,1,20,20,28,6,30,5,30,25,20,10,Some,Undergraduate degree,Reggae,Freeze time,Happy,Sports person,Health
USA,GA,2023,11,Male,15.0,Left-Handed,177.8,25.4,182.9,2,Car,5,0.383,,,1000.0,500.0,500.0,600.0,1000.0,1000.0,25.4,Same length,76.2,88.9,Ring finger,December,Winter,No,No,Rice/Noodle dishes,Other,English,6,10,6.0,Yes - broadband connection,Text messaging,60,40,4,2,2,2,1,35,20,4,35,1,0,1,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Actor,Health
USA,GA,2022,12,Male,17.0,Right-Handed,182,33,193,1,Car,10,.324,37,Lacrosse,,,,,,,30,Right foot,100,105,Ring finger,January,Winter,No,No,Meat,Water,Mathematics and statistics,8,6,3.0,Yes - other,Cell phone,260,274,10,2,12,2,18,3,1,4,10,4,15,.5,Very little,Graduate degree,Country,Invisibility,Happy,Business person,Religious
USA,GA,2021,12,Male,17.0,Right-Handed,180,30,,1,Car,15,0.378,43,Other,1000.0,1000.0,500.0,50.0,1000.0,1000.0,30,Same length,40mm,35mm,Index finger,March,Fall,No,No,Meat,Water,Music,7,9,4.0,Yes - broadband connection,Text messaging,20,40,3,1,9,3,3,0,5,20,15,9,0,0,A lot,Graduate degree,Pop,Fly,Famous,Musician or singer,"Arts, culture, sports"
USA,GA,2011,6,Female,11.0,Right-Handed,162,25,28,1,Bus,20,0.437,42,Swimming,37.0,1000.0,128.0,,1000.0,1000.0,25,Same length,108,100,Index finger,December,Summer,No,No,Seafood,Juice,English,9,13,3.0,Yes - other,Cell phone,0,0,2,1,1,5,3,1,1,1,1,2,1,1,,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Other,Health
USA,FL,2016,12,Male,17.0,Right-Handed,169.4,22.9,169.0,1,Car,60,.662,67,,750.0,612.5,750.0,625.0,850.0,1000.0,23.9,Left foot,8,8,Same length,November,Fall,Yes,No,No favorite,Coffee,Art,4,2,3.0,Yes - broadband connection,Text messaging,3,48,2,.5,10,2,0,14,20,5,21,2,0,1.5,,Graduate degree,Heavy metal,Fly,Rich,Musician or singer,"Arts, culture, sports"
USA,FL,2018,10,Female,17.0,Right-Handed,152.4,26.67,152.4,1,Car,12,0.409,35,Baseball/Softball,1000.0,500.0,200.0,500.0,200.0,500.0,26.67,Same length,70,75,Ring finger,July,Fall,Yes,No,Meat,Coffee,English,8,7,7.0,Yes - other,In person,3,7,3,1,1,7,2,3,9,3,12,5,0,2,Some,Graduate degree,Other,Invisibility,Rich,,"Arts, culture, sports"
USA,GA,2024,12,Female,17.0,Right-Handed,161,24,162,2,Car,19,0.378,39,Lacrosse,465.0,679.0,727.0,717.0,858.0,1000.0,23,Right foot,8.5,6,Index finger,June,Summer,No,No,Pizza/Pasta,Water,English,7,,2.0,Yes - broadband connection,Text messaging,20,36,20,15,7,5,5,0,2,5,5,3,15,2,Some,Graduate degree,Country,Fly,Happy,Actor,"Wildlife, animals"
USA,GA,2020,11,Male,15.0,Right-Handed,177,28,56,1,Car,10,0.505,54,Running/Jogging,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2011,6,Female,11.0,Right-Handed,150,22,144,2,Bus,40,0.847,40,Swimming,437.0,487.0,587.0,,780.0,900.0,22,Same length,90,80,Index finger,May,Fall,No,No,Rice/Noodle dishes,Water,Science,8,10,4.0,Yes - other,In person,0,0,45,1,5,12,2,1,0,1,2,6,0,1,Some,Graduate degree,Other,Fly,Healthy,Relative,Health
USA,GA,2016,9,Male,15.0,Right-Handed,177,28,177,1,Car,10,.437,49,Running/Jogging,1000.0,999.0,769.0,800.0,420.0,720.0,30,Same length,44,50,Ring finger,October,Winter,Yes,No,Pizza/Pasta,Energy drink,Other,7,12,5.0,Yes - other,In person,0,0,20,1,5,1,5,70,0,1,70,2,0,14,Very little,High school,Rap/Hip hop,Super strength,Rich,Other,Other
USA,DE,2013,12,Male,17.0,Right-Handed,177.8,28.5,177.8,1,Car,28,.25,75,Cycling,1000.0,500.0,800.0,800.0,100.0,,28,Right foot,3000,3400,Ring finger,February,Summer,No,No,Meat,Water,History,9,5,3.0,Yes - broadband connection,In person,80,90,50,6,10,35,30,0,0,15,4,3,30,10,A lot,High school,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,DE,2015,12,Male,17.0,Right-Handed,175.2,28.25,188.8,1,Bus,15,.419,86,Basketball,0.0,0.0,0.0,0.0,1000.0,1000.0,28.4,Left foot,19,31,Ring finger,March,Fall,No,No,Soups,Sports drink,English,5,7,4.0,Yes - broadband connection,Text messaging,1237,3000,48,10,8,5,30,0,100,100,100,3,25,4,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Sports person,Education/Youth development
USA,DE,2014,12,Male,18.0,Left-Handed,66,,,1,Car,15,20,15,Basketball,500.0,300.0,600.0,700.0,500.0,800.0,,Left foot,,,Ring finger,August,Fall,No,No,Pizza/Pasta,Water,Social studies,8,10,4.0,Yes - broadband connection,Cell phone,100,200,20,2,10,15,10,5,7,24,10,5,25,10,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Relative,Health
USA,FL,2021,12,Female,18.0,Right-Handed,163,22,171,2,Car,15,0.364,49,Walking/Hiking,1000.0,706.0,754.0,551.0,465.0,626.0,23,Left foot,78,73,Index finger,November,Winter,Yes,No,Soups,Water,History,5,9,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",24,24,6,21,15,3,0,0,14,14,5,0,20,5,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,International aid
USA,FL,2025,11,,,,,,,,,,,,,,,,,,,,Same length,9,7,Index finger,January,Winter,No,No,Meat,Water,History,8,8,4.0,Yes - broadband connection,In person,,,,,,,,,,,,,,,,Graduate degree,Rap/Hip hop,Fly,Rich,Relative,Environment
USA,FL,2013,12,Male,17.0,Left-Handed,183,30,179,1,Car,45,0.576,50,Soccer,802.0,578.0,866.0,866.0,818.0,770.0,30,Same length,80,80,Same length,January,Winter,No,No,Breads/Sandwiches,Sports drink,History,7,10,4.0,Yes - broadband connection,Text messaging,100,50,15,3,30,10,40,2,35,35,35,13,0,0,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Sports person,Health
USA,GA,2023,11,Male,16.0,Right-Handed,170,320,67,1,Car,5,0.34,38,Bowling,1000.0,364.0,1000.0,1000.0,1000.0,1000.0,320,Same length,6 1/2,3,Same length,May,Fall,Yes,No,Rice/Noodle dishes,Tea,Art,6,2,5.0,Yes - broadband connection,Text messaging,25,15,8,10,0,8,4,9,6,2,7,5,0,3,Some,High school,Rap/Hip hop,Freeze time,Happy,Business person,"Arts, culture, sports"
USA,FL,2012,12,Male,17.0,Right-Handed,179,28.5,182,2,Car,20,.29,43,Football (American),900.0,750.0,200.0,1000.0,50.0,100.0,59,Same length,9,7,Index finger,June,Summer,No,No,Poultry,Soft drink (caffeinated),Mathematics and statistics,5,13,5.0,Yes - broadband connection,Text messaging,300,80,64,2,12,4,12,0,2,2,10,7,0,12,Some,Graduate degree,Techno/Electronic,Freeze time,Happy,Doctor or nurse,Health
USA,FL,2025,8,Male,13.0,Ambidextrous,155cm,cm,154cm,1,Bus,20,0.482,51,Baseball/Softball,200.0,300.0,100.0,300.0,900.0,1000.0,22cm,Same length,62mm,73mm,Ring finger,October,Summer,No,No,Seafood,Juice,Physical education,8.5,12 ,4.0,Yes - other,Cell phone,17,68,15,7,3,4,16,18,0,3,20,21,0,1/4,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Sports person,Health
USA,DE,2018,12,Male,17.0,Left-Handed,170.1,24.13,168.9,2,Car,15,.5,1,Other,950.0,750.0,900.0,800.0,700.0,1000.0,24.13,Same length,7.62,7.62,Same length,March,Winter,Yes,No,Rice/Noodle dishes,Other,Physical education,6,6,6.0,Yes - broadband connection,In person,2,4,6,1,8,2,12,12,14,1,12,20,16,7,Some,Graduate degree,Other,Freeze time,Rich,Other,"Wildlife, animals"
USA,FL,2022,12,Male,16.0,Right-Handed,,,,1,Car,15,.287,39,Bowling,1000.0,1000.0,700.0,800.0,1000.0,1000.0,,,,,,December,Winter,Yes,No,Meat,Soft drink (caffeinated),History,7,6,4.0,Yes - broadband connection,Cell phone,2,4,0,0,0,1,5,10,1,0,10,0,0,1,Very little,Graduate degree,Jazz,Freeze time,Rich,Other,Health
USA,DE,2018,12,Male,18.0,Right-Handed,170.1,25.2,70,1,Car,10,.676,49,Other,500.0,750.0,950.0,950.0,950.0,1000.0,25,Right foot,82,71,Index finger,January,Summer,No,No,Meat,Water,Science,6,9,5.0,Yes - broadband connection,Text messaging,200,300,6,4,13,6,16,0,5,7,12,4,0,2,A lot,Graduate degree,Rock and roll,Freeze time,Healthy,,Health
USA,GA,2010,12,Male,18.0,Left-Handed,114,28,190,1,Walk,10,0.248,,Athletics,476.0,909.0,722.0,,872.0,963.0,27,Right foot,8,7,Ring finger,August,Fall,Yes,No,Pizza/Pasta,Powdered drink,History,8,4,4.0,Yes - broadband connection,Cell phone,150,320,35,10,2,4,0,5,0,24,8,15,0,0,Very little,Undergraduate degree,Rap/Hip hop,Freeze time,Healthy,Religious figure,Education/Youth development
USA,GA,2023,12,Male,17.0,Right-Handed,182.8,33,178,1,Car,22,.359,3,Football (American),2.0,0.0,1000.0,258.0,1000.0,1000.0,31,Right foot,90,72,Index finger,December,Winter,No,No,Meat,Water,History,6,9,5.0,Yes - other,In person,21,35,7,1,1,6,1,1,11,1,1111,1,11,1,A lot,Undergraduate degree,Country,Super strength,Rich,Business person,International aid
USA,FL,2015,12,Male,16.0,Right-Handed,176,10,60,3,Bus,45,0.377,45,Soccer,600.0,200.0,700.0,800.0,900.0,1000.0,10,Right foot,30,30,Same length,August,Summer,No,No,Meat,Coffee,Science,6,11,2.0,Yes - broadband connection,Text messaging,26,32,2,1,12,4,2,15,6,2,9,4,0,1,A lot,Other,Punk rock,Telepathy,Rich,Other,Other
USA,GA,2019,8,Male,13.0,Right-Handed,171,26,172,2,Walk,6,0.362,51,Baseball/Softball,200.0,200.0,200.0,200.0,500.0,750.0,26,Same length,80,75,Index finger,April,Spring,No,No,Meat,Water,Social studies,9,8,5.0,Yes - other,Text messaging,10,20,7,1,5,20,12,0,3,2,3,2,2,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,International aid
USA,FL,2010,11,Female,16.0,Right-Handed,160,23,171,2,Car,10,0.347,45,Tennis,759.0,594.0,610.0,,519.0,588.0,23,Same length,73,70,Index finger,May,Fall,Yes,No,Breads/Sandwiches,Water,Science,7,9,4.0,Yes - broadband connection,In person,16,18,20,2,21,10,5,7,7,2,21,2,0,2,Some,Graduate degree,Punk rock,Freeze time,Happy,Religious figure,International aid
USA,FL,2019,12,Male,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2024,12,Female,17.0,Right-Handed,167,21,165,2,Car,20,.347,31,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22,Left foot,100,110,Ring finger,September,Winter,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Art,6,10,5.0,Yes - other,Text messaging,105,140,6,0,2,2,0,5,5,5,6,0,0,3,A lot,Some college,Techno/Electronic,Invisibility,Rich,Relative,Other
USA,FL,2013,12,Female,17.0,Right-Handed,164,24,164,1,Car,30,0.771,51,Athletics,200.0,500.0,200.0,500.0,100.0,100.0,24,Same length,70,60,Index finger,December,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,4.0,Yes - broadband connection,Text messaging,50,120,5,1,7,15,14,1,4,1,7,7,0,1,Very little,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Education/Youth development
USA,GA,2012,11,Male,18.0,Right-Handed,173,23,173,1,Car,30,.352,68,Basketball,500.0,500.0,999.0,999.0,1000.0,999.0,24,Left foot,8,8,Same length,December,Summer,No,No,Meat,Water,Social studies,8,8,6.0,Yes - broadband connection,Text messaging,200,200,12,2,9,25,5,8,6,8,9,5,0,4,Some,Undergraduate degree,Country,Invisibility,Rich,Relative,Religious
USA,GA,2015,12,Female,17.0,Right-Handed,165,25,80,1,Bus,40,.79,33,Athletics,999.0,800.0,1000.0,998.0,100.0,10.0,24,Right foot,700,800,Ring finger,June,Summer,No,Yes,Fruit,Water,,6,3,5.0,Yes - other,Text messaging,100,100,14,8,56,7,40,0,3,24,8,1,30,25,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Business person,Education/Youth development
USA,FL,2018,11,Male,16.0,Right-Handed,186,29,186,2,Car,15,0.622,55,Soccer,700.0,650.0,750.0,750.0,450.0,900.0,30,Left foot,80,75,Index finger,August,Summer,No,No,Meat,Juice,Mathematics and statistics,,7,10.0,Yes - other,E-mail,230,240,11,8,10,4,12,2,15,10,40,9,1,2,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,International aid
USA,FL,2022,11,Female,17.0,Left-Handed,160,28,95,1,Car,45,.751,61,Other,900.0,800.0,1000.0,1000.0,200.0,900.0,27,Left foot,120,110,Index finger,May,Winter,No,No,Meat,Water,Science,8,9,2.0,Yes - broadband connection,Text messaging,278,300,25,14,8,100,8,0,9,90,90,70,0,15,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,International aid
USA,GA,2015,11,Male,16.0,Right-Handed,172,25,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DE,2018,12,Male,18.0,Ambidextrous,182.2,27,69.5,1,Car,40,.478,59,Baseball/Softball,500.0,600.0,400.0,800.0,650.0,800.0,37,Same length,7,7,Same length,September,Spring,No,No,Meat,Water,Mathematics and statistics,9,10,5.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,30,8,1,10,3,4,4,7,3,3,5,0,2,Some,Graduate degree,Country,Telepathy,Rich,Other,Education/Youth development
USA,FL,2019,11,Male,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2018,8,Female,13.0,Right-Handed,155.5,22,160,1,Bus,35,0.346,35,Dancing,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2017,6,Male,12.0,Right-Handed,53,8,26,3,Car,15,0.355,57,Basketball,946.0,999.0,801.0,1000.0,1.0,899.0,8,Same length,50,44,Index finger,December,Winter,No,No,Rice/Noodle dishes,Water,Art,7,8,5.0,Yes - other,In person,3,52,8,0,0,2,5,0,4,0,1,2,0,0,Some,Graduate degree,Rap/Hip hop,,Famous,Sports person,"Wildlife, animals"
USA,FL,2013,12,Female,17.0,Left-Handed,1830,23,,1,Car,15,0.436,50,Swimming,900.0,900.0,1000.0,500.0,1000.0,1000.0,23,Same length,110,70,Index finger,November,Spring,No,No,Meat,Juice,English,7,10,2.0,Yes - other,Text messaging,40,35,2,1,5,3,0,0,6,12,8,4,0,3,Some,Graduate degree,Rap/Hip hop,,Happy,Relative,Health
USA,GA,2021,11,Female,15.0,Right-Handed,165,23,159,2,Car,12,0.419,39,Walking/Hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pop,,Rich,,
USA,GA,2018,9,Male,16.0,Right-Handed,,11,176,1,Walk,,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2014,12,Male,17.0,Right-Handed,172.1,25.5,167,2,Car,17,0.31,41,Running/Jogging,850.0,975.0,600.0,975.0,1000.0,1000.0,25.5,Same length,72,75,Ring finger,January,Winter,Yes,No,Meat,Water,English,6,10,5.0,Yes - other,Text messaging,400,678,50,2,20,2,0,3,12,14,17,3,0,0,A lot,Graduate degree,Pop,Freeze time,Rich,Musician or singer,Health
USA,GA,2018,9,Female,15.0,Right-Handed,157,168,,,,,,,,,,,,,,,,,,,October,Summer,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2023,12,Male,17.0,Right-Handed,188,27,185,1,Car,10,.311,39,Lacrosse,100.0,750.0,100.0,100.0,600.0,1000.0,25,Right foot,80,70,Index finger,November,Fall,No,No,No favorite,Water,Science,9,9,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,100,7,1,0,7,3,7,14,3,21,0,40,2,Very little,Other,Other,Freeze time,Healthy,Business person,"Wildlife, animals"
USA,FL,2017,11,Female,17.0,Right-Handed,165,19,158,1,Car,30,.693,48,Bowling,500.0,732.0,499.0,489.0,879.0,604.0,18,Right foot,70,76,Index finger,April,Fall,Yes,No,Pizza/Pasta,Tea,English,6,11,5.0,Yes - other,Text messaging,60,300,10,1,18,8,2,0,3,7,2,2,0,4,A lot,Graduate degree,Country,Fly,Happy,Relative,Health
USA,FL,2015,6,Female,12.0,Right-Handed,160,22,,1,Car,15,0.35,37,Dancing,102.0,636.0,332.0,893.0,1000.0,1000.0,24,Left foot,65,70,Ring finger,August,Summer,Yes,No,Desserts,Water,Art,9,10,6.0,Yes - other,Text messaging,31,,35,5,5,3,12,1,0,10,14,24,0,0,Some,Graduate degree,Pop,Invisibility,Famous,Musician or singer,Education/Youth development
USA,FL,2024,11,Female,16.0,Right-Handed,170,23,168,2,Car,15,0.35,36,Other,455.0,497.0,652.0,273.0,1000.0,1000.0,23,Same length,75,78,Ring finger,July,Fall,Yes,No,Rice/Noodle dishes,Juice,Science,7,12,4.0,Yes - other,Text messaging,20,5,35,72,20,30,0,40,20,20,80,15,0,20,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health
